DATE,Min_Wage,State
1999-01-01,5.15,CA
2000-01-01,5.75,CA
2001-01-01,6.25,CA
2002-01-01,6.75,CA
2003-01-01,6.75,CA
2004-01-01,6.75,CA
2005-01-01,6.75,CA
2006-01-01,6.75,CA
2007-01-01,7.5,CA
2008-01-01,8,CA
2009-01-01,8,CA
2010-01-01,8,CA
2011-01-01,8,CA
2012-01-01,8,CA
2013-01-01,8,CA
2014-01-01,9,CA
2015-01-01,9,CA
2016-01-01,10,CA
2017-01-01,10.5,CA
2018-01-01,11,CA
2019-01-01,11,CA
2020-01-01,12,CA
