DATE,Min_Wage,State
1999-01-01,3.35,TX
2000-01-01,3.35,TX
2001-01-01,3.35,TX
2002-01-01,5.15,TX
2003-01-01,5.15,TX
2004-01-01,5.15,TX
2005-01-01,5.15,TX
2006-01-01,5.15,TX
2007-01-01,5.15,TX
2008-01-01,5.85,TX
2009-01-01,6.55,TX
2010-01-01,7.25,TX
2011-01-01,7.25,TX
2012-01-01,7.25,TX
2013-01-01,7.25,TX
2014-01-01,7.25,TX
2015-01-01,7.25,TX
2016-01-01,7.25,TX
2017-01-01,7.25,TX
2018-01-01,7.25,TX
2019-01-01,7.25,TX
2020-01-01,7.25,TX
