DATE,Min_Wage,State
1999-01-01,5.15,NC
2000-01-01,5.15,NC
2001-01-01,5.15,NC
2002-01-01,5.15,NC
2003-01-01,5.15,NC
2004-01-01,5.15,NC
2005-01-01,5.15,NC
2006-01-01,5.15,NC
2007-01-01,6.15,NC
2008-01-01,6.15,NC
2009-01-01,6.55,NC
2010-01-01,7.25,NC
2011-01-01,7.25,NC
2012-01-01,7.25,NC
2013-01-01,7.25,NC
2014-01-01,7.25,NC
2015-01-01,7.25,NC
2016-01-01,7.25,NC
2017-01-01,7.25,NC
2018-01-01,7.25,NC
2019-01-01,7.25,NC
2020-01-01,7.25,NC
